Ticker,Expiration,TimeToMaturity,Strike,OptionType,LastPrice,Bid,Ask,ImpliedVolatility,BisectionIV,BisectionTime,Bs_price,Binom_price,American_binom_price,Binom_bisection_iv, Trinom_bisection_iv,InTheMoney
NVDA,2025-02-21,0.019178,0.5,Call,130.7,134.9,135.45,0,0.0001,0.001101,134.3,0,0,0.0001,3,True
NVDA,2025-02-21,0.019178,1,Call,132.49,134.3,134.9,28.0625,0.0001,0.00044,133.801,0,0,0.0001,3,True
NVDA,2025-02-21,0.019178,1.5,Call,132.4,133.9,134.45,22.5156,0.0001,0.000446,133.301,0,0,0.0001,3,True
NVDA,2025-02-21,0.019178,2,Call,132.7,133.3,133.85,18.6875,0.0001,0.000434,132.802,0,0,0.0001,3,True
NVDA,2025-02-21,0.019178,2.5,Call,132.15,132.8,133.35,16.9844,0.0001,0.000434,132.302,0,0,0.0001,3,True
NVDA,2025-02-21,0.019178,3,Call,128.69,132.25,132.8,15.4844,0.0001,0.000365,131.802,0,0,0.0001,3,True
NVDA,2025-02-21,0.019178,3.5,Call,123.95,131.8,132.35,14.8203,0.0001,0.00065,131.303,0,0,0.0001,3,True
NVDA,2025-02-21,0.019178,4,Call,122.6,131.4,131.95,14.4922,0.0001,0.000407,130.803,0,0,0.0001,3,True
NVDA,2025-02-21,0.019178,4.5,Call,118.7,131.05,131.6,14.3906,0.0001,0.000439,130.304,0,0,0.0001,3,True
NVDA,2025-02-21,0.019178,5,Call,118.75,130.4,130.95,13.2266,0.0001,0.000388,129.804,0,0,0.0001,3,True
NVDA,2025-02-21,0.019178,10,Call,869.42,873.45,885.05,0,0.0001,0.000362,124.808,0,0,0.0001,3,True
NVDA,2025-02-21,0.019178,15,Call,869.93,868.7,879.55,0,0.0001,0.000472,119.812,0,0,0.0001,3,True
NVDA,2025-02-21,0.019178,20,Call,111.88,115.45,115.95,7.07422,0.0001,0.0004,114.816,0,0,0.0001,3,True
NVDA,2025-02-21,0.019178,21,Call,113.28,114.65,115.15,7.17578,0.0001,0.000385,113.817,0,0,0.0001,3,True
NVDA,2025-02-21,0.019178,22,Call,109,113.4,113.95,6.67383,0.0001,0.000437,112.818,0,0,0.0001,3,True
NVDA,2025-02-21,0.019178,23,Call,111.45,112.35,112.9,6.4336,0.0001,0.00044,111.819,0,0,0.0001,3,True
NVDA,2025-02-21,0.019178,24,Call,106.5,111.4,111.9,6.3125,0.0001,0.000364,110.819,0,0,0.0001,3,True
NVDA,2025-02-21,0.019178,25,Call,109.35,110.4,110.95,6.19727,0.0001,0.000376,109.82,0,0,0.0001,3,True
NVDA,2025-02-21,0.019178,26,Call,107.95,109.6,110.15,6.3086,0.0001,0.000431,108.821,0,0,0.0001,3,True
NVDA,2025-02-21,0.019178,27,Call,95.81,108.6,109.15,6.16406,0.0001,0.000367,107.822,0,0,0.0001,3,True
NVDA,2025-02-21,0.019178,28,Call,101.93,107.4,107.95,5.78125,0.0001,0.002185,106.823,0,0,0.0001,3,True
NVDA,2025-02-21,0.019178,29,Call,105.35,106.35,106.9,5.58985,0.0001,0.000371,105.823,0,0,0.0001,3,True
NVDA,2025-02-21,0.019178,30,Call,102.8,105.6,106.15,5.76563,0.0001,0.000356,104.824,0,0,0.0001,3,True
NVDA,2025-02-21,0.019178,31,Call,103.35,104.4,105,5.44532,0.0001,0.000368,103.825,0,0,0.0001,3,True
NVDA,2025-02-21,0.019178,32,Call,86.79,103.45,104,5.35938,0.0001,0.000351,102.826,0,0,0.0001,3,True
NVDA,2025-02-21,0.019178,33,Call,101.22,102.45,103,5.24805,0.0001,0.000357,101.827,0,0,0.0001,3,True
NVDA,2025-02-21,0.019178,34,Call,92.53,101.5,102.05,5.19336,0.0001,0.000357,100.827,0,0,0.0001,3,True
NVDA,2025-02-21,0.019178,35,Call,99.25,100.3,100.85,4.86719,0.0001,0.000373,99.8283,0,0,0.0001,3,True
NVDA,2025-02-21,0.019178,36,Call,97.45,99.4,99.95,4.88282,0.0001,0.000354,98.8291,0,0,0.0001,3,True
NVDA,2025-02-21,0.019178,37,Call,97.45,98.4,98.95,4.78516,0.0001,0.000433,97.8299,0,0,0.0001,3,True
NVDA,2025-02-21,0.019178,38,Call,95.5,97.45,98,4.74219,0.0001,0.000422,96.8307,0,0,0.0001,3,True
NVDA,2025-02-21,0.019178,39,Call,83.63,96.3,96.85,4.49415,0.0001,0.000356,95.8315,0,0,0.0001,3,True
NVDA,2025-02-21,0.019178,40,Call,91.35,95.45,96,4.56055,0.0001,0.000363,94.8323,0,0,0.0001,3,True
NVDA,2025-02-21,0.019178,41,Call,79.08,94.45,95,4.47461,0.0001,0.013199,93.8331,0,0,0.0001,3,True
NVDA,2025-02-21,0.019178,42,Call,87.35,93.4,94,4.36524,0.0001,0.000355,92.8339,0,0,0.0001,3,True
